headline,preprocessed_headline,date_std,source
Bali drug charge: Australian woman Kim Alloggia sentenced to rehab for cannabis oil,"['Bali', 'drug', 'charge', ':', 'Australian', 'woman', 'Kim', 'Alloggia', 'sentenced', 'rehab', 'cannabis', 'oil']",2019-07-29,headline
Acacia-Medical,['Acacia-Medical'],,headline
Stressed zoo elephants to be given CBD oil to help them chill and stop fighting,"['Stressed', 'zoo', 'elephant', 'given', 'CBD', 'oil', 'help', 'chill', 'stop', 'fighting']",2021-05-23,headline
Live news: Third La Nina in three years declared by Bureau of Meteorology,"['Live', 'news', ':', 'Third', 'La', 'Nina', 'three', 'year', 'declared', 'Bureau', 'Meteorology']",2022-09-13,headline
Essendon ruckman Tom Bellchambers retires from the AFL,"['Essendon', 'ruckman', 'Tom', 'Bellchambers', 'retires', 'AFL']",2020-09-14,headline
Clarkson 'more than likely' to coach again,"['Clarkson', ""'more"", 'likely', ""'"", 'coach']",2022-03-01,headline
Exclusive: Guillain–Barre syndrome sufferer says 'illegal' cannabis saved his life,"['Exclusive', ':', 'Guillain–Barre', 'syndrome', 'sufferer', 'say', ""'illegal"", ""'"", 'cannabis', 'saved', 'life']",2019-05-21,headline
Olivia Newton John says medicinal cannabis is key to her cancer recovery,"['Olivia', 'Newton', 'John', 'say', 'medicinal', 'cannabis', 'key', 'cancer', 'recovery']",2019-08-04,headline
Medicinal cannabis news headlines,"['Medicinal', 'cannabis', 'news', 'headline']",2022-02-11,headline
How one Aussie company is working to make medicinal cannabis sleep capsules accessible,"['How', 'one', 'Aussie', 'company', 'working', 'make', 'medicinal', 'cannabis', 'sleep', 'capsule', 'accessible']",2022-06-29,headline
Victorian bowel cancer patient charged with cultivating cannabis,"['Victorian', 'bowel', 'cancer', 'patient', 'charged', 'cultivating', 'cannabis']",2019-10-17,headline
'Top-secret' medicinal cannabis farm opens in WA,"[""'Top-secret"", ""'"", 'medicinal', 'cannabis', 'farm', 'open', 'WA']",2019-08-19,headline
Patients prefer medicinal cannabis in chemotherapy trial,"['Patients', 'prefer', 'medicinal', 'cannabis', 'chemotherapy', 'trial']",2020-09-18,headline
Medical cannabis provides positive results for children with autism in Melbourne study,"['Medical', 'cannabis', 'provides', 'positive', 'result', 'child', 'autism', 'Melbourne', 'study']",2022-11-18,headline
Olivia Newton-John: 'Medicinal cannabis enhanced my quality of life',"['Olivia', 'Newton-John', ':', ""'Medicinal"", 'cannabis', 'enhanced', 'quality', 'life', ""'""]",2019-08-02,headline
Victorian MPs push to allow medicinal cannabis users to drive,"['Victorian', 'MPs', 'push', 'allow', 'medicinal', 'cannabis', 'user', 'drive']",2023-02-22,headline
'I see a look of horror on his face': Medicinal cannabis patients facing supply nightmare as demand surges,"[""'"", 'I', 'see', 'look', 'horror', 'face', ""'"", ':', 'Medicinal', 'cannabis', 'patient', 'facing', 'supply', 'nightmare', 'demand', 'surge']",2021-04-05,headline
Medicinal cannabis users could be granted drug driving exemption in Queensland,"['Medicinal', 'cannabis', 'user', 'could', 'granted', 'drug', 'driving', 'exemption', 'Queensland']",2022-08-29,headline
First Thai batch of medicinal cannabis,"['First', 'Thai', 'batch', 'medicinal', 'cannabis']",2019-08-01,headline
First ever medicinal cannabis product on PBS will help kids with rare epilepsy,"['First', 'ever', 'medicinal', 'cannabis', 'product', 'PBS', 'help', 'kid', 'rare', 'epilepsy']",2021-04-30,headline
Hope for patients struggling to pay for medical cannabis,"['Hope', 'patient', 'struggling', 'pay', 'medical', 'cannabis']",2022-02-11,headline
Medicinal cannabis bill passes Senate,"['Medicinal', 'cannabis', 'bill', 'pass', 'Senate']",2017-10-19,headline
Doctor: 'We need easier access to medicinal cannabis to reduce opioid use',"['Doctor', ':', ""'We"", 'need', 'easier', 'access', 'medicinal', 'cannabis', 'reduce', 'opioid', 'use', ""'""]",2020-02-24,headline
Medical cannabis tested as potential treatment for brain cancer,"['Medical', 'cannabis', 'tested', 'potential', 'treatment', 'brain', 'cancer']",2018-12-20,headline
Medicinal cannabis wafers available to select number of Queenslanders,"['Medicinal', 'cannabis', 'wafer', 'available', 'select', 'number', 'Queenslanders']",2020-05-05,headline
Rules eased for medicinal cannabis in WA,"['Rules', 'eased', 'medicinal', 'cannabis', 'WA']",2019-11-12,headline
Victoria to lead nation on medicinal cannabis laws,"['Victoria', 'lead', 'nation', 'medicinal', 'cannabis', 'law']",2015-10-06,headline
Exclusive: 'I'm a criminal for using cannabis to save my son's life',"['Exclusive', ':', ""'"", 'I', ""'m"", 'criminal', 'using', 'cannabis', 'save', 'son', ""'s"", 'life', ""'""]",2019-03-28,headline
Why a man who never smoked weed is now a medical cannabis advocate,"['Why', 'man', 'never', 'smoked', 'weed', 'medical', 'cannabis', 'advocate']",2019-08-01,headline
Prominent medicinal cannabis supplier set for government showdown in South Australia court,"['Prominent', 'medicinal', 'cannabis', 'supplier', 'set', 'government', 'showdown', 'South', 'Australia', 'court']",2018-02-12,headline
Medicinal cannabis caution urged,"['Medicinal', 'cannabis', 'caution', 'urged']",2015-04-22,headline
Medicinal cannabis use rises in Australia and lures international professionals,"['Medicinal', 'cannabis', 'use', 'rise', 'Australia', 'lure', 'international', 'professional']",2021-06-01,headline
Number of medicinal cannabis prescriptions spikes in Queensland,"['Number', 'medicinal', 'cannabis', 'prescription', 'spike', 'Queensland']",2022-01-25,headline
NSW 'can lead world' in medicinal cannabis,"['NSW', ""'can"", 'lead', 'world', ""'"", 'medicinal', 'cannabis']",2014-11-21,headline
Australia's 'cumbersome' medicinal cannabis process 'unworkable',"['Australia', ""'s"", ""'cumbersome"", ""'"", 'medicinal', 'cannabis', 'process', ""'unworkable"", ""'""]",2018-02-22,headline
Business benefits from medicinal cannabis,"['Business', 'benefit', 'medicinal', 'cannabis']",2016-03-29,headline
Mum whose son died from cancer calls for better access to medicinal cannabis,"['Mum', 'whose', 'son', 'died', 'cancer', 'call', 'better', 'access', 'medicinal', 'cannabis']",2023-02-24,headline
"Despite legalisation, medicinal cannabis remains confusing dilemma for Australian doctors and patients","['Despite', 'legalisation', ',', 'medicinal', 'cannabis', 'remains', 'confusing', 'dilemma', 'Australian', 'doctor', 'patient']",2017-08-21,headline
UK reviews medicinal marijuana laws,"['UK', 'review', 'medicinal', 'marijuana', 'law']",2018-06-20,headline
Medicinal cannabis subject of new inquiry,"['Medicinal', 'cannabis', 'subject', 'new', 'inquiry']",2019-11-14,headline
Queensland medicinal cannabis farm to supply patients within weeks,"['Queensland', 'medicinal', 'cannabis', 'farm', 'supply', 'patient', 'within', 'week']",2019-08-27,headline
Medicinal cannabis: Ministers hope Australia will become world's leading medicinal cannabis exporter,"['Medicinal', 'cannabis', ':', 'Ministers', 'hope', 'Australia', 'become', 'world', ""'s"", 'leading', 'medicinal', 'cannabis', 'exporter']",2018-01-04,headline
WA family forced to pay $40k a year for son's medicinal cannabis,"['WA', 'family', 'forced', 'pay', '$', '40k', 'year', 'son', ""'s"", 'medicinal', 'cannabis']",2018-10-09,headline
"Cannabis component CBD doesn't impair driving skills, Australian study finds","['Cannabis', 'component', 'CBD', ""n't"", 'impair', 'driving', 'skill', ',', 'Australian', 'study', 'find']",2020-12-02,headline
Qld considers medicinal cannabis laws,"['Qld', 'considers', 'medicinal', 'cannabis', 'law']",2016-02-28,headline
Medicinal cannabis considered in NSW,"['Medicinal', 'cannabis', 'considered', 'NSW']",2013-05-09,headline
GPs send dying Australians underground in their search for medicinal cannabis,"['GPs', 'send', 'dying', 'Australians', 'underground', 'search', 'medicinal', 'cannabis']",2017-02-14,headline
Medicinal cannabis treats Dravet syndrome,"['Medicinal', 'cannabis', 'treat', 'Dravet', 'syndrome']",2017-05-25,headline
Construction to begin on world's largest medicinal cannabis facility in Toowoomba,"['Construction', 'begin', 'world', ""'s"", 'largest', 'medicinal', 'cannabis', 'facility', 'Toowoomba']",2021-06-17,headline
Momentum growing for medicinal cannabis,"['Momentum', 'growing', 'medicinal', 'cannabis']",2014-07-23,headline
Medicinal cannabis woman to fight charges,"['Medicinal', 'cannabis', 'woman', 'fight', 'charge']",2017-05-04,headline
Medicinal cannabis supplier wants amnesty,"['Medicinal', 'cannabis', 'supplier', 'want', 'amnesty']",2017-10-18,headline
"'Harder to get than a gun': Medicinal cannabis laws broken, campaigners claim","[""'Harder"", 'get', 'gun', ""'"", ':', 'Medicinal', 'cannabis', 'law', 'broken', ',', 'campaigner', 'claim']",2017-08-16,headline
Concerns over medicinal cannabis use,"['Concerns', 'medicinal', 'cannabis', 'use']",2015-03-30,headline
Couple to represent themselves over medicinal cannabis charges,"['Couple', 'represent', 'medicinal', 'cannabis', 'charge']",2015-09-03,headline
Medicinal cannabis shows promising results for children with autism,"['Medicinal', 'cannabis', 'show', 'promising', 'result', 'child', 'autism']",,headline
Access to medicinal cannabis in Queensland just got a whole lot easier,"['Access', 'medicinal', 'cannabis', 'Queensland', 'got', 'whole', 'lot', 'easier']",2020-06-26,headline
NSW Premier Mike Baird confronted over stance on medicinal cannabis,"['NSW', 'Premier', 'Mike', 'Baird', 'confronted', 'stance', 'medicinal', 'cannabis']",2016-05-14,headline
NSW doctors able to prescribe medicinal cannabis from tomorrow,"['NSW', 'doctor', 'able', 'prescribe', 'medicinal', 'cannabis', 'tomorrow']",2016-07-31,headline
The giant medicinal cannabis crop being grown on the Sunshine Coast,"['The', 'giant', 'medicinal', 'cannabis', 'crop', 'grown', 'Sunshine', 'Coast']",2018-02-01,headline
Vic makes medicinal cannabis legal,"['Vic', 'make', 'medicinal', 'cannabis', 'legal']",2016-04-13,headline
NSW makes bid to grow medicinal cannabis,"['NSW', 'make', 'bid', 'grow', 'medicinal', 'cannabis']",2016-05-09,headline
Medicinal cannabis supplier vows to fight,"['Medicinal', 'cannabis', 'supplier', 'vow', 'fight']",2017-07-11,headline
Queensland moves to legalise medicinal marijuana a day after death of cancer-stricken toddler once given cannabis oil,"['Queensland', 'move', 'legalise', 'medicinal', 'marijuana', 'day', 'death', 'cancer-stricken', 'toddler', 'given', 'cannabis', 'oil']",2016-05-10,headline
Medicinal cannabis supplier faces SA court,"['Medicinal', 'cannabis', 'supplier', 'face', 'SA', 'court']",2019-10-08,headline
Australian health fund becomes the first to offer rebates for medicinal cannabis,"['Australian', 'health', 'fund', 'becomes', 'first', 'offer', 'rebate', 'medicinal', 'cannabis']",2020-11-10,headline
Access to medicinal cannabis to get easier,"['Access', 'medicinal', 'cannabis', 'get', 'easier']",2017-02-22,headline
Queensland to begin state's first medicinal cannabis trial,"['Queensland', 'begin', 'state', ""'s"", 'first', 'medicinal', 'cannabis', 'trial']",2015-04-19,headline
First licence given for medicinal cannabis,"['First', 'licence', 'given', 'medicinal', 'cannabis']",2017-03-08,headline
Govt gives $3M to trial medicinal cannabis,"['Govt', 'give', '$', '3M', 'trial', 'medicinal', 'cannabis']",2019-10-06,headline
Medicinal cannabis bill introduced in Vic,"['Medicinal', 'cannabis', 'bill', 'introduced', 'Vic']",2015-12-08,headline
Medicinal cannabis supplier faces Adelaide court on drug charges,"['Medicinal', 'cannabis', 'supplier', 'face', 'Adelaide', 'court', 'drug', 'charge']",2019-10-08,headline
"Tas, NSW govts to study medicinal cannabis","['Tas', ',', 'NSW', 'govts', 'study', 'medicinal', 'cannabis']",2015-12-10,headline
Senate scraps rules on medicinal cannabis,"['Senate', 'scrap', 'rule', 'medicinal', 'cannabis']",2017-06-13,headline
Victorian medicinal cannabis trial has experts worried,"['Victorian', 'medicinal', 'cannabis', 'trial', 'expert', 'worried']",2015-04-19,headline
Government to fast-track new medicinal cannabis farm in Queensland,"['Government', 'fast-track', 'new', 'medicinal', 'cannabis', 'farm', 'Queensland']",2019-12-02,headline
Qld gets medicinal cannabis guidelines,"['Qld', 'get', 'medicinal', 'cannabis', 'guideline']",2017-01-26,headline
Victoria's plans for medical cannabis use,"['Victoria', ""'s"", 'plan', 'medical', 'cannabis', 'use']",2016-02-03,headline
Never-before-seen footage of Victoria's medicinal cannabis crop,"['Never-before-seen', 'footage', 'Victoria', ""'s"", 'medicinal', 'cannabis', 'crop']",2017-06-12,headline
Tas govt backs medicinal cannabis trials,"['Tas', 'govt', 'back', 'medicinal', 'cannabis', 'trial']",2014-09-08,headline
First medicinal cannabis shipments arrive,"['First', 'medicinal', 'cannabis', 'shipment', 'arrive']",2017-05-03,headline
NSW government rejects medicinal cannabis,"['NSW', 'government', 'reject', 'medicinal', 'cannabis']",2013-11-16,headline
Dickson praises medicinal cannabis change,"['Dickson', 'praise', 'medicinal', 'cannabis', 'change']",2017-02-22,headline
SA frees up use of medicinal cannabis,"['SA', 'free', 'use', 'medicinal', 'cannabis']",2017-04-23,headline
NSW moving on medical cannabis,"['NSW', 'moving', 'medical', 'cannabis']",2014-09-16,headline
Queensland sees medicinal cannabis boom,"['Queensland', 'see', 'medicinal', 'cannabis', 'boom']",,headline
WA govt's medicinal cannabis move welcomed,"['WA', 'govt', ""'s"", 'medicinal', 'cannabis', 'move', 'welcomed']",2016-10-28,headline
Calls for medicinal cannabis funding after life-changing treatment,"['Calls', 'medicinal', 'cannabis', 'funding', 'life-changing', 'treatment']",2019-10-13,headline
Secret Vic lab growing medicinal cannabis,"['Secret', 'Vic', 'lab', 'growing', 'medicinal', 'cannabis']",2016-04-19,headline
WA mum calls for medicinal cannabis trial,"['WA', 'mum', 'call', 'medicinal', 'cannabis', 'trial']",2015-05-03,headline
'I will not let people die': Medicinal cannabis crusade denies charges,"[""'"", 'I', 'let', 'people', 'die', ""'"", ':', 'Medicinal', 'cannabis', 'crusade', 'denies', 'charge']",2018-01-11,headline
Grandparents donate millions to medicinal cannabis research,"['Grandparents', 'donate', 'million', 'medicinal', 'cannabis', 'research']",2016-09-12,headline
NSW Labor supports medicinal cannabis,"['NSW', 'Labor', 'support', 'medicinal', 'cannabis']",2015-01-11,headline
No medicinal cannabis trial for WA,"['No', 'medicinal', 'cannabis', 'trial', 'WA']",2015-04-19,headline
New laws to make access to medicinal cannabis easier for sick Australians,"['New', 'law', 'make', 'access', 'medicinal', 'cannabis', 'easier', 'sick', 'Australians']",2017-02-22,headline
Proud mum says she became 'criminal' to treat son,"['Proud', 'mum', 'say', 'became', ""'criminal"", ""'"", 'treat', 'son']",2019-08-16,headline
Terminally ill Australians to get faster access to medicinal cannabis,"['Terminally', 'ill', 'Australians', 'get', 'faster', 'access', 'medicinal', 'cannabis']",2017-06-13,headline
Vic moves to legalise medicinal cannabis,"['Vic', 'move', 'legalise', 'medicinal', 'cannabis']",2014-12-19,headline
Queensland farm to supply medicinal cannabis within weeks,"['Queensland', 'farm', 'supply', 'medicinal', 'cannabis', 'within', 'week']",,headline
Medicinal cannabis to be grown in WA,"['Medicinal', 'cannabis', 'grown', 'WA']",2017-05-05,headline
NSW government pledges $9 million in budget for medical cannabis trials,"['NSW', 'government', 'pledge', '$', '9', 'million', 'budget', 'medical', 'cannabis', 'trial']",2015-06-23,headline
War veteran calls for legal overhaul after losing licence after driving with medicinal cannabis,"['War', 'veteran', 'call', 'legal', 'overhaul', 'losing', 'licence', 'driving', 'medicinal', 'cannabis']",2022-10-31,headline
"Price of medicinal cannabis halves, but still too expensive for many","['Price', 'medicinal', 'cannabis', 'half', ',', 'still', 'expensive', 'many']",2018-10-26,headline
Experts recruit sleepers with insomnia for cannabis trial,"['Experts', 'recruit', 'sleeper', 'insomnia', 'cannabis', 'trial']",2022-11-04,headline
Medical cannabis user with MS 'livid' marijuana only legal for ACT,"['Medical', 'cannabis', 'user', 'MS', ""'livid"", ""'"", 'marijuana', 'legal', 'ACT']",2020-02-04,headline
